"","family","genus","species","binomial","P50","P12","P88","Ks","location","country","lat","lon","mat","biome","site_name","map","map_jan","map_feb","map_mar","map_apr","map_may","map_jun","map_jul","map_aug","map_sep","map_oct","map_nov","map_dec","map_cru","id","a_m","sd_map","log_P50","log_Ks","latlon"
"148","Proteaceae","Brabejum","stellatifolium","Brabejum stellatifolium",-2.5,-1.21,-3.82,NA,"Jonkershoek Valley, Western Cape Province","South Africa",-33.95,18.917,NA,"WDS","SA_Jonkershoek",945,23,30,33,87,142,147,138,134,79,65,41,26,1031,148,NA,0.0526827730327132,-0.916290731874155,NA,"-33.9518.917"
"149","Proteaceae","Brabejum","stellatifolium","Brabejum stellatifolium",-2.48,-1.21,-3.621,NA,"Jonkershoek Valley, Western Cape Province","South Africa",-33.95,18.917,NA,"WDS","SA_Jonkershoek",945,23,30,33,87,142,147,138,134,79,65,41,26,1031,149,NA,0.0526827730327132,-0.908258560176891,NA,"-33.9518.917"
"150","Asteraceae","Brachylaena","nereifolia","Brachylaena nereifolia",-1.53,-0.888,-2.009,NA,"Jonkershoek Valley, Western Cape Province","South Africa",-33.95,18.917,NA,"WDS","SA_Jonkershoek",945,23,30,33,87,142,147,138,134,79,65,41,26,1031,150,NA,0.0526827730327132,-0.425267735404344,NA,"-33.9518.917"
"151","Asteraceae","Brachylaena","nereifolia","Brachylaena nereifolia",-2.07,NA,-2.629,NA,"Jonkershoek Valley, Western Cape Province","South Africa",-33.95,18.917,NA,"WDS","SA_Jonkershoek",945,23,30,33,87,142,147,138,134,79,65,41,26,1031,151,NA,0.0526827730327132,-0.727548607277278,NA,"-33.9518.917"
"152","Myrtaceae","Metrosideros","angustifolia","Metrosideros angustifolia",-1.29,-0.292,-5.759,NA,"Jonkershoek Valley, Western Cape Province","South Africa",-33.95,18.917,NA,"WDS","SA_Jonkershoek",945,23,30,33,87,142,147,138,134,79,65,41,26,1031,152,NA,0.0526827730327132,-0.254642218373581,NA,"-33.9518.917"
"153","Myrtaceae","Metrosideros","angustifolia","Metrosideros angustifolia",-1.76,NA,-5.14,NA,"Jonkershoek Valley, Western Cape Province","South Africa",-33.95,18.917,NA,"WDS","SA_Jonkershoek",945,23,30,33,87,142,147,138,134,79,65,41,26,1031,153,NA,0.0526827730327132,-0.56531380905006,NA,"-33.9518.917"
"154","Myrtaceae","Metrosideros","angustifolia","Metrosideros angustifolia",-2.09,-0.152,-5.607,NA,"Jonkershoek Valley, Western Cape Province","South Africa",-33.95,18.917,NA,"WDS","SA_Jonkershoek",945,23,30,33,87,142,147,138,134,79,65,41,26,1031,154,NA,0.0526827730327132,-0.73716406597672,NA,"-33.9518.917"
"155","Myrsinaceae","Rapanea","melanophloeos","Rapanea melanophloeos",-1.96,-0.607,-3.026,NA,"Jonkershoek Valley, Western Cape Province","South Africa",-33.95,18.917,NA,"WDS","SA_Jonkershoek",945,23,30,33,87,142,147,138,134,79,65,41,26,1031,155,NA,0.0526827730327132,-0.672944473242426,NA,"-33.9518.917"
"160","Poaceae","Chusquea","ramosissima","Chusquea ramosissima",-0.692,-0.41,-1.49,43.7,"Iguazu National Park","Argentina",-26.567,-54.333,NA,"TRR","AR_Iguazu ",2000,187,180,147,164,171,167,134,149,166,209,174,151,1722,160,NA,0.0100847732505571,0.368169323364468,3.77734810210154,"-26.567-54.333"
"161","Poaceae","Merostachys","claussenii","Merostachys claussenii",-2.98,-1.42,-4.22,3.1,"Iguazu National Park","Argentina",-26.567,-54.333,NA,"TRR","AR_Iguazu ",2000,187,180,147,164,171,167,134,149,166,209,174,151,1722,161,NA,0.0100847732505571,-1.09192330051731,1.1314021114911,"-26.567-54.333"
"180","Burseraceae","Bursera","simaruba","Bursera simaruba",NA,NA,NA,3.55,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,180,NA,0.0711087550869252,NA,1.26694760348732,"10.906-85.602"
"181","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia",NA,NA,NA,2.1,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,181,NA,0.0711087550869252,NA,0.741937344729377,"10.906-85.602"
"182","Rubiaceae","Calycophyllum","candidissimum","Calycophyllum candidissimum",NA,NA,NA,1.11,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,182,NA,0.0711087550869252,NA,0.104360015324243,"10.906-85.602"
"183","Dilleniaceae","Curatella","americana","Curatella americana",NA,NA,NA,1.25,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,183,NA,0.0711087550869252,NA,0.22314355131421,"10.906-85.602"
"184","Fabaceae","Enterolobium","cyclocarpum","Enterolobium cyclocarpum",NA,NA,NA,3.5,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,184,NA,0.0711087550869252,NA,1.25276296849537,"10.906-85.602"
"185","Fabaceae","Gliricidia","sepium","Gliricidia sepium",NA,NA,NA,3.65,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,185,NA,0.0711087550869252,NA,1.2947271675944,"10.906-85.602"
"186","Fabaceae","Hymenaea","courbaril","Hymenaea courbaril",NA,NA,NA,2.4,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,186,NA,0.0711087550869252,NA,0.8754687373539,"10.906-85.602"
"187","Sapotaceae","Manilkara","chicle","Manilkara chicle",NA,NA,NA,0.45,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,187,NA,0.0711087550869252,NA,-0.798507696217772,"10.906-85.602"
"188","Fagaceae","Quercus","oleoides","Quercus oleoides",NA,NA,NA,2.1,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,188,NA,0.0711087550869252,NA,0.741937344729377,"10.906-85.602"
"189","Verbenaceae","Rehdera","trinervis","Rehdera trinervis",NA,NA,NA,1.72,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,189,NA,0.0711087550869252,NA,0.542324290825362,"10.906-85.602"
"190","Simaroubaceae","Simarouba","glauca","Simarouba glauca",NA,NA,NA,1.2,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,190,NA,0.0711087550869252,NA,0.182321556793955,"10.906-85.602"
"191","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla",NA,NA,NA,1.2,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,191,NA,0.0711087550869252,NA,0.182321556793955,"10.906-85.602"
"192","Burseraceae","Bursera","simaruba","Bursera simaruba",-1,-0.3,-1.7,NA,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,192,NA,0.0711087550869252,0,NA,"10.906-85.602"
"193","Rubiaceae","Calycophyllum","candidissimum","Calycophyllum candidissimum",-2.87,-1.2,-4.3,NA,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,193,NA,0.0711087550869252,-1.05431202977153,NA,"10.906-85.602"
"194","Fabaceae","Enterolobium","cyclocarpum","Enterolobium cyclocarpum",-2.73,-2,-3.5,NA,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,194,NA,0.0711087550869252,-1.00430160919687,NA,"10.906-85.602"
"195","Fabaceae","Hymenaea","courbaril","Hymenaea courbaril",-3,-2.1,-3.9,NA,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,195,NA,0.0711087550869252,-1.09861228866811,NA,"10.906-85.602"
"196","Fagaceae","Quercus","oleoides","Quercus oleoides",-3.03,-2.1,-3.9,NA,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,196,NA,0.0711087550869252,-1.10856261952128,NA,"10.906-85.602"
"197","Verbenaceae","Rehdera","trinervis","Rehdera trinervis",-2.8,-0.7,-4.7,NA,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,197,NA,0.0711087550869252,-1.02961941718116,NA,"10.906-85.602"
"198","Simaroubaceae","Simarouba","glauca","Simarouba glauca",-2,-1.5,-2.7,NA,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,198,NA,0.0711087550869252,-0.693147180559945,NA,"10.906-85.602"
"199","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla",-2.2,-1.3,-3.1,NA,"Santa Rosa, Costa Rica","Costa Rica",10.906,-85.602,NA,"TRS","CR_SantaRosa",1922,24,10,7,25,202,316,207,224,359,357,141,52,1922,199,NA,0.0711087550869252,-0.78845736036427,NA,"10.906-85.602"
"206","Fagaceae","Quercus","robur","Quercus robur",-2.8,-2.4,-3.46,NA,"Champenoux","France",48.751,6.338,NA,"TMS","FR_Champenoux",766,64,57,55,50,71,75,64,72,62,58,66,72,793,206,NA,0.0101707911172438,-1.02961941718116,NA,"48.7516.338"
"207","Fagaceae","Quercus","rubra","Quercus rubra",-2.5,-0.984848485,-4.015151515,NA,"USFS Northeastern Forest Experimental Station, Burlington, Vermont","USA",44.452,-73.183,NA,"TMS","USA_Vt_Burlington_2",871,49,44,55,70,80,87,89,102,83,75,77,60,803,207,NA,0.0201221435508854,-0.916290731874155,NA,"44.452-73.183"
"208","Fagaceae","Quercus","rubra","Quercus rubra",-2.5,-2.280701754,-2.94,NA,"USFS Northeastern Forest Experimental Station, Burlington, Vermont","USA",44.452,-73.183,NA,"TMS","USA_Vt_Burlington_2",871,49,44,55,70,80,87,89,102,83,75,77,60,803,208,NA,0.0201221435508854,-0.916290731874155,NA,"44.452-73.183"
"218","Pinaceae","Abies","alba","Abies alba",-3.71,-3.306774194,-4.113225806,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,218,NA,0.0219258116280077,-1.31103187661934,NA,"45.7173.05"
"220","Pinaceae","Abies","lasiocarpa","Abies lasiocarpa",-3.62,-3.076521739,-4.163478261,NA,"Idaho","USA",46.633,-114.583,NA,"TMS","USA_Id_1",464,46,31,32,35,54,56,29,34,40,31,37,39,475,220,NA,0.0193274922932812,-1.28647402583768,NA,"46.633-114.583"
"222","Araucariaceae","Araucaria","hunsteinii","Araucaria hunsteinii",-4.07,-3.222542373,-4.917457627,NA,"Kourou","Guyane Française",5.181,-52.68,NA,"TRR","GF_Kourou",2654,292,211,254,302,480,367,185,76,46,59,110,272,2654,222,NA,0.0502057535527381,-1.4036429994545,NA,"5.181-52.68"
"226","Cupressaceae","Cupressus","sempervirens","Cupressus sempervirens",-10.39,-6.818571429,-13.96142857,NA,"Montpellier","France",43.6,3.85,NA,"TMS","FR_Montpellier_1",742,74,58,78,52,51,45,24,45,75,103,65,72,772,226,NA,0.0276128378041196,-2.34084380511114,NA,"43.63.85"
"228","Cupressaceae","Juniperus","communis","Juniperus communis",-6.37,-4.37,-8.37,NA,"Larzac","France",43.95,3.217,NA,"TMS","FR_Larzac",768,60,50,65,59,73,62,43,64,75,76,61,80,901,228,NA,0.0141224347082805,-1.85159946958407,NA,"43.953.217"
"229","Cupressaceae","Juniperus","osteosperma","Juniperus osteosperma",-8.69,-6.766923077,-10.61307692,NA,"Utah","USA",38.583,-109.533,NA,"TMS","USA_Ut_1",240,17,14,21,22,20,11,22,25,22,29,19,18,237,229,NA,0.0198638039426165,-2.1621729392773,NA,"38.583-109.533"
"230","Cupressaceae","Juniperus","scopulorum","Juniperus scopulorum",-9.84,-7.208421053,-12.47157895,NA,"Montana","USA",47.6,-112.758,NA,"TMS","USA_Mt_4",451,30,22,25,39,68,71,38,41,37,25,28,27,453,230,NA,0.0358583875479838,-2.28645571106416,NA,"47.6-112.758"
"233","Pinaceae","Larix","occidentalis","Larix occidentalis",-4.21,-3.534324324,-4.885675676,NA,"Idaho","USA",46.633,-114.583,NA,"TMS","USA_Id_2",464,46,31,32,35,54,56,29,34,40,31,37,39,475,233,NA,0.0193274922932812,-1.43746264769429,NA,"46.633-114.583"
"235","Pinaceae","Picea","abies","Picea abies",-3.67,-3.120549451,-4.219450549,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,235,NA,0.0219258116280077,-1.30019166206648,NA,"45.7173.05"
"236","Pinaceae","Picea","engelmannii","Picea engelmannii",-4.18,-3.360327869,-4.999672131,NA,"Montana","USA",46.217,-113.227,NA,"TMS","USA_Mt_5",470,34,24,33,38,60,63,37,42,42,31,32,34,392,236,NA,0.0245429572369517,-1.43031124653666,NA,"46.217-113.227"
"238","Pinaceae","Pinus","albicaulis","Pinus albicaulis",-3.19,-2.925449735,-3.454550265,NA,"Montana","USA",46.217,-113.227,NA,"TMS","USA_Mt_5",470,34,24,33,38,60,63,37,42,42,31,32,34,392,238,NA,0.0245429572369517,-1.16002091679675,NA,"46.217-113.227"
"239","Pinaceae","Pinus","cembra","Pinus cembra",-3.2,-2.885534591,-3.514465409,NA,"Innsbruck","Austria",47.267,11.383,NA,"TMS","AT_Tyrol_Innsbruck",897,46,42,50,62,90,110,128,116,79,60,60,54,934,239,NA,0.0328831077684989,-1.16315080980568,NA,"47.26711.383"
"240","Pinaceae","Pinus","contorta","Pinus contorta",-3.9,-3.602380952,-4.197619048,NA,"Montana","USA",46.217,-113.227,NA,"TMS","USA_Mt_5",470,34,24,33,38,60,63,37,42,42,31,32,34,392,240,NA,0.0245429572369517,-1.3609765531356,NA,"46.217-113.227"
"242","Pinaceae","Pinus","edulis","Pinus edulis",-4.03,-3.539803922,-4.520196078,NA,"Utah","USA",38.583,-109.533,NA,"TMS","USA_Ut_1",240,17,14,21,22,20,11,22,25,22,29,19,18,237,242,NA,0.0198638039426165,-1.39376637595859,NA,"38.583-109.533"
"243","Pinaceae","Pinus","flexilis","Pinus flexilis",-3.71,-3.21,-4.21,NA,"Montana","USA",47.617,-112.69,NA,"TMS","USA_Mt_1",429,27,20,23,37,67,70,37,40,36,23,25,24,453,243,NA,0.038968703424613,-1.31103187661934,NA,"47.617-112.69"
"244","Pinaceae","Pinus","halepensis","Pinus halepensis",-5.6,-4.958974359,-6.241025641,NA,"Montpellier","France",43.6,3.85,NA,"TMS","FR_Montpellier_1",742,74,58,78,52,51,45,24,45,75,103,65,72,772,244,NA,0.0276128378041196,-1.7227665977411,NA,"43.63.85"
"247","Pinaceae","Pinus","pinaster","Pinus pinaster",-3.73,-3.005362319,-4.454637681,NA,"Pierroton","France",44.75,-0.783,NA,"TMS","FR_Pierroton",993,96,84,67,73,78,68,54,70,90,92,109,112,961,247,NA,0.0177886858611926,-1.31640823365572,NA,"44.75-0.783"
"248","Pinaceae","Pinus","pinea","Pinus pinea",-4.34,-3.778202247,-4.901797753,NA,"Montpellier","France",43.6,3.85,NA,"TMS","FR_Montpellier_1",742,74,58,78,52,51,45,24,45,75,103,65,72,772,248,NA,0.0276128378041196,-1.46787434811231,NA,"43.63.85"
"249","Pinaceae","Pinus","ponderosa","Pinus ponderosa",-3.86,-3.531052632,-4.188947368,NA,"Montana","USA",46.933,-113.95,NA,"TMS","USA_Mt_2",397,39,25,27,29,48,50,26,30,31,26,30,36,383,249,NA,0.0214128242289051,-1.35066718347674,NA,"46.933-113.95"
"250","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.16,-2.778320611,-3.541679389,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,250,NA,0.0219258116280077,-1.15057202759882,NA,"45.7173.05"
"251","Pinaceae","Pinus","uncinata","Pinus uncinata",-4.18,-3.786299213,-4.573700787,NA,"Barèges","France",42.9,0.083,NA,"TMS","FR_Barèges",1148,87,83,97,95,119,108,74,91,90,90,107,107,1395,251,NA,0.0109765733907169,-1.43031124653666,NA,"42.90.083"
"256","Taxaceae","Taxus","baccata","Taxus baccata",-6.97,-4.886666667,-9.053333333,NA,"Clermont-Ferrand","France",45.776,3.144,NA,"TMS","FR_Clermont_1",618,34,30,31,43,87,71,51,75,63,53,43,37,751,256,NA,0.0303547575201194,-1.94161522477243,NA,"45.7763.144"
"257","Taxaceae","Taxus","brevifolia","Taxus brevifolia",-6.44,-4.773333333,-8.106666667,NA,"Montana","USA",46.3,-114.217,NA,"TMS","USA_Mt_3",366,33,22,22,26,48,48,25,29,31,24,28,30,402,257,NA,0.0242287286324126,-1.86252854011626,NA,"46.3-114.217"
"259","Salicaceae","Salix","alba","Salix alba",-1.5,-1,-2,NA,"Clermont-Ferrand","France",45.776,3.144,NA,"TMS","FR_Clermont_1",618,34,30,31,43,87,71,51,75,63,53,43,37,751,259,NA,0.0303547575201194,-0.405465108108164,NA,"45.7763.144"
"260","Fagaceae","Quercus","robur","Quercus robur",-2.8,-2.4,-3.46,NA,"Champenoux","France",48.751,6.338,NA,"TMS","FR_Champenoux",766,64,57,55,50,71,75,64,72,62,58,66,72,793,260,NA,0.0101707911172438,-1.02961941718116,NA,"48.7516.338"
"261","Fagaceae","Quercus","petraea","Quercus petraea",-3.5,-2.15,-4.25,NA,"Champenoux","France",48.751,6.338,NA,"TMS","FR_Champenoux",766,64,57,55,50,71,75,64,72,62,58,66,72,793,261,NA,0.0101707911172438,-1.25276296849537,NA,"48.7516.338"
"262","Fagaceae","Quercus","petraea","Quercus petraea",-3.3,-2.41,-3.8,NA,"Champenoux","France",48.751,6.338,NA,"TMS","FR_Champenoux",766,64,57,55,50,71,75,64,72,62,58,66,72,793,262,NA,0.0101707911172438,-1.19392246847243,NA,"48.7516.338"
"265","Salicaceae","Populus","deltoides","Populus deltoides",-1.3,-0.8,-1.7,NA,"Champenoux","France",48.751,6.338,NA,"TMS","FR_Champenoux",766,64,57,55,50,71,75,64,72,62,58,66,72,793,265,NA,0.0101707911172438,-0.262364264467491,NA,"48.7516.338"
"266","Poaceae","Rhipidocladum","racemiflorum","Rhipidocladum racemiflorum",-4.5,-3.5,-5,10.2,"Barro Colorado Island (BCI)","Panama",9.167,-79.846,NA,"TRR","PA_BCI",2600,74,32,28,93,285,259,281,290,266,371,388,235,3047,266,NA,0.048825041782251,-1.50407739677627,2.32238772029023,"9.167-79.846"
"270","Fagaceae","Fagus","sylvatica","Fagus sylvatica",-3.2,-2.6,-3.8,1.83,"Nancy","France",48.44,6.14,NA,"TMS","FR_Nancy",720,63,53,54,49,65,67,56,64,61,54,66,67,863,270,6.2,0.00881317050631402,-1.16315080980568,0.60431596685333,"48.446.14"
"271","Betulaceae","Betula","pendula","Betula pendula",NA,-1.2,-2.9,NA,"Clermont-Ferrand","France",45.776,3.144,NA,"TMS","FR_Clermont_1",618,34,30,31,43,87,71,51,75,63,53,43,37,751,271,5.8,0.0303547575201194,NA,NA,"45.7763.144"
"272","Fabaceae","Cytisus","scoparius","Cytisus scoparius",-3.62,-2.8,-4.2,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,272,NA,0.0219258116280077,-1.28647402583768,NA,"45.7173.05"
"273","Fagaceae","Fagus","sylvatica","Fagus sylvatica",-3.15,-2.5,-4.2,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,273,6.2,0.0219258116280077,-1.14740245283754,NA,"45.7173.05"
"274","Juglandaceae","Juglans","regia","Juglans regia",-2.22,-1.85,-2.6,NA,"Clermont-Ferrand","France",45.776,3.144,NA,"TMS","FR_Clermont_1",618,34,30,31,43,87,71,51,75,63,53,43,37,751,274,NA,0.0303547575201194,-0.797507195884188,NA,"45.7763.144"
"275","Pinaceae","Picea","abies","Picea abies",-3.5,-2.8,-4.6,NA,"Champenoux","France",48.751,6.338,NA,"TMS","FR_Champenoux",766,64,57,55,50,71,75,64,72,62,58,66,72,793,275,NA,0.0101707911172438,-1.25276296849537,NA,"48.7516.338"
"276","Pinaceae","Picea","abies","Picea abies",-3.66,-2.8,-4.3,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,276,NA,0.0219258116280077,-1.29746314741327,NA,"45.7173.05"
"277","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.1,-2.5,-3.8,NA,"Champenoux","France",48.751,6.338,NA,"TMS","FR_Champenoux",766,64,57,55,50,71,75,64,72,62,58,66,72,793,277,NA,0.0101707911172438,-1.1314021114911,NA,"48.7516.338"
"278","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.2,-2.6,-3.7,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,278,NA,0.0219258116280077,-1.16315080980568,NA,"45.7173.05"
"286","Rosaceae","Prunus","avium","Prunus avium",-4.76375,-3.882304429,-5.645195571,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,286,NA,0.0219258116280077,-1.56103517320593,NA,"45.7173.05"
"290","Rosaceae","Prunus","mahaleb","Prunus mahaleb",-5.5515,-4.388709302,-6.714290698,NA,"Clermont-Ferrand","France",45.776,3.144,NA,"TMS","FR_Clermont_1",618,34,30,31,43,87,71,51,75,63,53,43,37,751,290,NA,0.0303547575201194,-1.71406816151218,NA,"45.7763.144"
"291","Rosaceae","Prunus","padus","Prunus padus",-3.54175,-3.06856388,-4.01493612,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,291,NA,0.0219258116280077,-1.26462095527732,NA,"45.7173.05"
"293","Rosaceae","Prunus","spinosa","Prunus spinosa",-5.36425,-4.402711538,-6.325788462,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,293,NA,0.0219258116280077,-1.67975657134305,NA,"45.7173.05"
"298","Sapindaceae","Acer","campestre","Acer campestre",-5.737,-4.874931034,-6.599068966,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,298,NA,0.0219258116280077,-1.74693642561973,NA,"45.7173.05"
"299","Sapindaceae","Acer","monspessulanum","Acer monspessulanum",-6.735,-5.726935484,-7.743064516,NA,"Montpellier","France",43.623,3.879,NA,"TMS","FR_Montpellier_2",745,75,58,79,52,51,45,24,45,75,104,65,72,772,299,NA,0.0279191013102138,-1.90731780986233,NA,"43.6233.879"
"300","Sapindaceae","Acer","opalus","Acer opalus",-4.395,-3.826818182,-4.963181818,NA,"Mont Ventoux","France",44.152,5.253,NA,"TMS","FR_MontVentoux",954,75,76,81,72,87,79,50,70,87,99,91,87,842,300,NA,0.0131569299997988,-1.48046753113714,NA,"44.1525.253"
"301","Sapindaceae","Acer","platanoides","Acer platanoides",-4.181,-3.675949495,-4.686050505,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,301,NA,0.0219258116280077,-1.43055045237443,NA,"45.7173.05"
"302","Sapindaceae","Acer","pseudoplatanus","Acer pseudoplatanus",-3.131,-2.640803922,-3.621196078,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,302,NA,0.0219258116280077,-1.14135244234427,NA,"45.7173.05"
"304","Betulaceae","Alnus","glutinosa","Alnus glutinosa",-1.627539247,-1.224313441,-2.030765054,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,304,NA,0.0219258116280077,-0.487069209709981,NA,"45.7173.05"
"305","Rosaceae","Amelanchier","ovalis","Amelanchier ovalis",-6.873333333,-5.723908046,-8.022758621,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,305,NA,0.0219258116280077,-1.92764918987221,NA,"45.7173.05"
"306","Ericaceae","Arbutus","unedo","Arbutus unedo",-7.841,-6.926365854,-8.755634146,NA,"Alicante","Spain",38.327,-0.529,NA,"TMS","ES_Alicante_1",319,20,27,24,29,25,16,6,10,31,61,41,30,319,306,NA,0.0452567572713317,-2.05936637724878,NA,"38.327-0.529"
